알파홀딩스(117670),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-07-23,7980,8050,7640,7690,92876,109728.0,14268908.0
2019-07-24,7680,7750,7480,7480,72247,106731.0,14268908.0
2019-07-25,7450,7460,7160,7200,126488,102736.0,14268908.0
2019-07-26,7190,7220,6870,7010,102581,100025.0,14268908.0
2019-07-29,6900,6920,6490,6700,166883,95602.0,14268908.0
2019-07-30,6600,6900,6600,6690,90353,95459.0,14268908.0
2019-07-31,6600,6780,6380,6720,94117,95887.0,14268908.0
2019-08-01,6650,6900,6550,6550,77808,93461.0,14268908.0
2019-08-02,6250,6600,6180,6550,102884,93461.0,14268908.0
2019-08-05,6550,6550,5770,6010,288670,85756.0,14268908.0
2019-08-06,6000,6090,5640,5940,183755,84757.0,14268908.0
2019-08-07,5940,6090,5770,5850,142892,83473.0,14268908.0
2019-08-08,5940,6300,5870,6210,138280,88610.0,14268908.0
2019-08-09,6220,6280,6050,6160,75936,87896.0,14268908.0
2019-08-12,6020,6330,6020,6170,78082,88039.0,14268908.0
2019-08-13,6050,6950,6040,6380,427209,91036.0,14268908.0
2019-08-14,6470,6530,6200,6250,122727,89181.0,14268908.0
2019-08-16,6200,6200,5940,6020,97178,85899.0,14268908.0
2019-08-19,6070,6190,6030,6070,39544,86612.0,14268908.0
2019-08-20,6030,7210,6030,6500,935142,92748.0,14268908.0
2019-08-21,6470,6950,6370,6660,249891,95031.0,14268908.0
2019-08-22,6680,6750,6530,6640,86114,94746.0,14268908.0
2019-08-23,6770,6770,6500,6500,79296,92748.0,14268908.0
2019-08-26,6220,6350,6110,6220,103002,88753.0,14268908.0
2019-08-27,6250,6360,6060,6130,50062,87468.0,14268908.0
2019-08-28,6130,6360,6090,6290,63381,89751.0,14268908.0
2019-08-29,6290,6380,6120,6240,70023,89038.0,14268908.0
2019-08-30,6240,6420,6240,6330,44498,90322.0,14268908.0
2019-09-02,6280,6520,6250,6480,52939,92463.0,14268908.0
2019-09-03,6480,6550,6350,6450,54677,92034.0,14268908.0
2019-09-04,6440,6660,6400,6580,117370,93889.0,14268908.0
2019-09-05,6590,6950,6540,6790,165408,96886.0,14268908.0
2019-09-06,6870,6930,6700,6740,96580,96172.0,14268908.0
2019-09-09,6690,6900,6660,6730,48458,96030.0,14268908.0
2019-09-10,6650,6850,6550,6590,53470,94032.0,14268908.0
2019-09-11,6590,7060,6550,7010,194152,100025.0,14268908.0
2019-09-16,7000,7470,6980,7400,227497,105590.0,14268908.0
2019-09-17,7380,7380,7230,7350,87904,104876.0,14268908.0
2019-09-18,7450,7700,7230,7340,208299,104734.0,14268908.0
2019-09-19,7300,7460,7260,7460,81144,106446.0,14268908.0
2019-09-20,7440,7530,7330,7410,50260,105733.0,14268908.0
2019-09-23,7490,7490,7320,7320,34414,104448.0,14268908.0
2019-09-24,7060,7580,7060,7450,114829,106303.0,14268908.0
2019-09-25,7530,7530,7080,7200,82539,102736.0,14268908.0
2019-09-26,7200,7380,6970,7010,65307,100025.0,14268908.0
2019-09-27,6950,7180,6950,7150,39753,102023.0,14268908.0
2019-09-30,7150,7200,6500,6860,52422,97885.0,14268908.0
2019-10-01,6870,7000,6600,6990,70143,99740.0,14268908.0
2019-10-02,6950,6960,6750,6810,54741,97171.0,14268908.0
2019-10-04,6810,6850,6290,6460,314733,92177.0,14268908.0
2019-10-07,6390,6800,6370,6620,147358,94460.0,14268908.0
