에이테크솔루션(071670),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-07-11,8560,8720,8560,8710,72254,87100.0,10000000.0
2019-07-12,8700,8850,8600,8830,79838,88300.0,10000000.0
2019-07-15,8890,8900,8720,8720,68012,87200.0,10000000.0
2019-07-16,8800,8800,8450,8490,88970,84900.0,10000000.0
2019-07-17,8500,8570,7980,8170,137839,81700.0,10000000.0
2019-07-18,8140,9210,8090,8630,402273,86300.0,10000000.0
2019-07-19,8430,8540,8370,8460,97452,84600.0,10000000.0
2019-07-22,8460,8540,8250,8280,42009,82800.0,10000000.0
2019-07-23,8230,8480,8210,8280,43858,82800.0,10000000.0
2019-07-24,8340,8360,8120,8160,37146,81600.0,10000000.0
2019-07-25,8100,8450,7860,7950,60439,79500.0,10000000.0
2019-07-26,7950,7990,7650,7760,51932,77600.0,10000000.0
2019-07-29,7670,7830,7260,7300,102441,73000.0,10000000.0
2019-07-30,7190,7710,7190,7620,68540,76200.0,10000000.0
2019-07-31,7510,7740,7360,7700,37273,77000.0,10000000.0
2019-08-01,7580,7800,7540,7540,34249,75400.0,10000000.0
2019-08-02,7290,7660,7250,7530,43034,75300.0,10000000.0
2019-08-05,7480,7600,6630,6690,110571,66900.0,10000000.0
2019-08-06,6280,6900,6210,6250,124481,62500.0,10000000.0
2019-08-07,6300,6610,6300,6520,119159,65200.0,10000000.0
2019-08-08,6650,6940,6650,6910,57976,69100.0,10000000.0
2019-08-09,6950,7040,6850,7040,44778,70400.0,10000000.0
2019-08-12,6970,7240,6870,7230,37209,72300.0,10000000.0
2019-08-13,7190,7190,6740,7030,30668,70300.0,10000000.0
2019-08-14,7130,7290,7030,7120,36874,71200.0,10000000.0
2019-08-16,7070,7070,6810,6910,32695,69100.0,10000000.0
2019-08-19,7050,7100,6920,7050,28933,70500.0,10000000.0
2019-08-20,7030,8150,6960,7610,429924,76100.0,10000000.0
2019-08-21,7640,7700,7520,7600,72034,76000.0,10000000.0
2019-08-22,7620,7830,7520,7580,127383,75800.0,10000000.0
2019-08-23,7610,8500,7550,8020,1021968,80200.0,10000000.0
2019-08-26,7820,7900,7550,7650,257389,76500.0,10000000.0
2019-08-27,7700,7840,7670,7710,94231,77100.0,10000000.0
2019-08-28,7680,7730,7510,7570,96535,75700.0,10000000.0
2019-08-29,7650,7970,7320,7360,443365,73600.0,10000000.0
2019-08-30,7420,7500,7310,7390,82632,73900.0,10000000.0
2019-09-02,7390,7500,7340,7480,51181,74800.0,10000000.0
2019-09-03,7480,7620,7480,7560,46491,75600.0,10000000.0
2019-09-04,7520,7680,7520,7670,50689,76700.0,10000000.0
2019-09-05,7730,7950,7660,7750,94519,77500.0,10000000.0
2019-09-06,7730,7850,7610,7630,34814,76300.0,10000000.0
2019-09-09,7640,7720,7390,7500,67314,75000.0,10000000.0
2019-09-10,7440,7590,7430,7510,23265,75100.0,10000000.0
2019-09-11,7560,7720,7530,7690,32031,76900.0,10000000.0
2019-09-16,7760,7830,7670,7770,23795,77700.0,10000000.0
2019-09-17,7780,7960,7700,7950,70015,79500.0,10000000.0
2019-09-18,7960,7960,7810,7850,44159,78500.0,10000000.0
2019-09-19,7900,7970,7830,7880,26566,78800.0,10000000.0
2019-09-20,7920,8000,7840,7930,46401,79300.0,10000000.0
2019-09-23,7900,7950,7820,7850,23345,78500.0,10000000.0
2019-09-24,8190,8640,8050,8050,661402,80500.0,10000000.0
2019-09-25,8100,8100,7790,7880,121138,78800.0,10000000.0
2019-09-26,7980,8240,7870,7950,89037,79500.0,10000000.0
2019-09-27,7870,8000,7840,7950,30792,79500.0,10000000.0
2019-09-30,7940,7980,7760,7880,38983,78800.0,10000000.0
2019-10-01,7890,8240,7890,8230,91678,82300.0,10000000.0
2019-10-02,8210,8210,8000,8100,103105,81000.0,10000000.0
2019-10-04,8030,8100,7800,7800,64045,78000.0,10000000.0
2019-10-07,7810,7950,7480,7550,70779,75500.0,10000000.0
