하나투어(039130),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2007-06-05,73300,73300,71400,72500,47761,842173.0,11616185.0
2007-06-07,72000,73400,71700,73000,52309,847982.0,11616185.0
2007-06-08,72300,72800,70900,72800,43536,845658.0,11616185.0
2007-06-11,73600,73800,72000,72300,38040,839850.0,11616185.0
2007-06-12,72700,74800,71600,74500,75407,865406.0,11616185.0
2007-06-13,75000,78500,74700,78300,210955,909547.0,11616185.0
2007-06-14,79800,81500,66600,81400,202515,945557.0,11616185.0
2007-06-15,81900,85200,81400,84800,172892,985052.0,11616185.0
2007-06-18,86200,93100,86200,90200,179921,1047780.0,11616185.0
2007-06-19,90800,94700,87000,90000,121240,1045457.0,11616185.0
2007-06-20,90200,91600,83900,89400,148542,1038487.0,11616185.0
2007-06-21,86200,89400,85800,86000,116079,998992.0,11616185.0
2007-06-22,86900,88500,83800,88500,65923,1028032.0,11616185.0
2007-06-25,88000,88500,86000,88200,32534,1024548.0,11616185.0
2007-06-26,86700,91000,84500,91000,99003,1057073.0,11616185.0
2007-06-27,88500,89000,85500,87300,49833,1014093.0,11616185.0
2007-06-28,87000,87000,85000,86900,88155,1009446.0,11616185.0
2007-06-29,87000,90200,86700,90000,98231,1045457.0,11616185.0
2007-07-02,93600,94000,90000,90200,106029,1047780.0,11616185.0
2007-07-03,91000,98000,91000,96000,147012,1115154.0,11616185.0
2007-07-04,96800,98500,94100,97300,102926,1130255.0,11616185.0
2007-07-05,96500,97000,94500,95000,65820,1103538.0,11616185.0
2007-07-06,95900,95900,92500,93100,42497,1081467.0,11616185.0
2007-07-09,92500,96000,92100,94000,59453,1091921.0,11616185.0
2007-07-10,92600,94000,92000,92000,39607,1068689.0,11616185.0
2007-07-11,92000,95000,91900,95000,37024,1103538.0,11616185.0
2007-07-12,94800,95000,92900,94400,56675,1096568.0,11616185.0
2007-07-13,94500,94900,92400,92800,109627,1077982.0,11616185.0
2007-07-16,92900,93200,91500,91600,25773,1064043.0,11616185.0
2007-07-18,91800,94600,91800,93600,52071,1087275.0,11616185.0
2007-07-19,92200,93900,91500,92000,34254,1068689.0,11616185.0
2007-07-20,92000,93600,91700,92000,29349,1068689.0,11616185.0
2007-07-23,91100,92400,90100,92000,96860,1068689.0,11616185.0
2007-07-24,93000,96100,92000,95000,148148,1103538.0,11616185.0
2007-07-25,94500,94500,92000,93000,49314,1080305.0,11616185.0
2007-07-26,93100,94200,91500,91500,32057,1062881.0,11616185.0
2007-07-27,90700,94400,88000,88000,133610,1022224.0,11616185.0
2007-07-30,89500,92000,84000,88400,147365,1026871.0,11616185.0
2007-07-31,89900,93500,86600,93500,156979,1086113.0,11616185.0
2007-08-01,92000,93400,90600,91700,55864,1065204.0,11616185.0
2007-08-02,92000,92900,88000,91900,43173,1067527.0,11616185.0
2007-08-03,92500,99700,92100,96400,122683,1119800.0,11616185.0
2007-08-06,94100,99900,94100,98000,132796,1138386.0,11616185.0
2007-08-07,99500,99700,97200,98000,45557,1138386.0,11616185.0
2007-08-08,97300,99600,97300,98300,34371,1141871.0,11616185.0
2007-08-09,98700,99700,98100,99000,45436,1150002.0,11616185.0
2007-08-10,97100,101000,96500,98000,81632,1138386.0,11616185.0
2007-08-13,98800,99500,96500,96500,46490,1120962.0,11616185.0
2007-08-14,96000,97000,94400,94500,25683,1097729.0,11616185.0
2007-08-16,90100,92900,85500,85700,86643,995507.0,11616185.0
2007-08-17,88700,89000,80200,82000,64720,952527.0,11616185.0
2007-08-20,86900,87000,83100,86500,65681,1004800.0,11616185.0
2007-08-21,88000,88000,85100,85600,41051,994345.0,11616185.0
2007-08-22,85800,86100,83800,85700,57703,995507.0,11616185.0
2007-08-23,87900,90700,86300,89700,52120,1041972.0,11616185.0
2007-08-24,89700,91000,88000,88000,24718,1022224.0,11616185.0
2007-08-27,88900,89500,87000,87600,35395,1017578.0,11616185.0
2007-08-28,88100,88500,86100,87900,32542,1021063.0,11616185.0
2007-08-29,85100,88100,85100,87600,35905,1017578.0,11616185.0
2007-08-30,89600,89600,86500,87600,55469,1017578.0,11616185.0
2007-08-31,87100,88000,86500,87200,58438,1012931.0,11616185.0
2007-09-03,87400,87900,86000,86300,45579,1002477.0,11616185.0
2007-09-04,87000,87400,86100,86500,67492,1004800.0,11616185.0
2007-09-05,86900,87900,85800,87500,80223,1016416.0,11616185.0
2007-09-06,87400,87600,86100,87600,46461,1017578.0,11616185.0
2007-09-07,87000,88000,86500,87500,47171,1016416.0,11616185.0
2007-09-10,85200,86500,83800,84000,50923,975760.0,11616185.0
2007-09-11,84900,84900,83000,83900,29770,974598.0,11616185.0
2007-09-12,84800,85100,83000,84000,38587,975760.0,11616185.0
2007-09-13,83100,84100,81100,83600,51032,971113.0,11616185.0
2007-09-14,84700,84700,82300,82900,55344,962982.0,11616185.0
2007-09-17,82500,82900,80500,81500,68121,946719.0,11616185.0
2007-09-18,80800,86500,80500,85700,121267,995507.0,11616185.0
2007-09-19,87600,87600,85500,86400,77180,1003638.0,11616185.0
2007-09-20,86500,87600,85900,86300,37633,1002477.0,11616185.0
2007-09-21,86400,88200,86400,88000,58038,1022224.0,11616185.0
2007-09-27,89000,92300,88700,91900,82845,1067527.0,11616185.0
2007-09-28,92500,93800,91000,92000,51273,1068689.0,11616185.0
2007-10-01,92400,92500,90500,90600,59874,1052426.0,11616185.0
2007-10-02,90700,91400,86600,86700,171678,1007123.0,11616185.0
2007-10-04,85500,86000,82300,83000,168411,964143.0,11616185.0
2007-10-05,83000,86000,83000,86000,124824,998992.0,11616185.0
2007-10-08,86500,86700,82700,82900,106469,962982.0,11616185.0
2007-10-09,82900,83400,81600,81900,66897,951366.0,11616185.0
2007-10-10,82000,86300,82000,86200,99991,1001315.0,11616185.0
2007-10-11,85000,85900,84600,85200,55892,989699.0,11616185.0
2007-10-12,85100,85200,82300,83000,70328,964143.0,11616185.0
2007-10-15,83500,84000,82000,84000,58742,975760.0,11616185.0
2007-10-16,83500,84500,82700,84500,63226,981568.0,11616185.0
2007-10-17,84500,84500,81800,82400,74799,957174.0,11616185.0
2007-10-18,82000,83400,82000,83400,44176,968790.0,11616185.0
2007-10-19,83500,83500,80600,81300,69952,944396.0,11616185.0
2007-10-22,80000,81600,76600,81600,55136,947881.0,11616185.0
2007-10-23,82900,82900,79900,81000,39433,940911.0,11616185.0
2007-10-24,80900,81200,74900,76000,259934,882830.0,11616185.0
2007-10-25,75000,76200,70100,74000,290569,859598.0,11616185.0
2007-10-26,74500,78400,72000,78300,125916,909547.0,11616185.0
2007-10-29,78300,82900,76500,81600,130771,947881.0,11616185.0
2007-10-30,81800,82500,79800,82000,49457,952527.0,11616185.0
2007-10-31,81700,82000,79800,80600,65874,936265.0,11616185.0
2007-11-01,81600,81900,78300,80600,83639,936265.0,11616185.0
2007-11-02,78600,78700,73300,73500,154090,853790.0,11616185.0
2007-11-05,76000,76000,71600,72800,132399,845658.0,11616185.0
2007-11-06,73700,73700,71200,71700,68588,832880.0,11616185.0
2007-11-07,71600,71900,69100,69100,176353,802678.0,11616185.0
2007-11-08,68800,70400,67300,69700,72311,809648.0,11616185.0
2007-11-09,71000,71000,68900,69200,71768,803840.0,11616185.0
2007-11-12,67300,67300,66300,66500,57157,772476.0,11616185.0
2007-11-13,66200,67500,63200,63500,104107,737628.0,11616185.0
2007-11-14,66600,72500,65300,70000,200284,813133.0,11616185.0
2007-11-15,71000,72400,68300,69000,121855,801517.0,11616185.0
2007-11-16,68500,69000,67100,67500,51902,784092.0,11616185.0
2007-11-19,67500,69600,67100,67900,42938,788739.0,11616185.0
2007-11-20,67800,68100,66600,68100,70944,791062.0,11616185.0
2007-11-21,69300,70300,68100,68300,63636,793385.0,11616185.0
2007-11-22,66200,71700,66200,68900,92202,800355.0,11616185.0
2007-11-23,68700,69700,64800,66500,54858,772476.0,11616185.0
2007-11-26,66600,67900,66100,66800,67586,775961.0,11616185.0
2007-11-27,66700,66800,65100,66400,43610,771315.0,11616185.0
2007-11-28,66800,68700,66800,67100,51943,779446.0,11616185.0
2007-11-29,67500,68600,67200,68000,44600,789901.0,11616185.0
2007-11-30,68200,68800,67700,68500,41475,795709.0,11616185.0
2007-12-03,68800,71500,68800,70700,50057,821264.0,11616185.0
2007-12-04,72500,73000,70000,70700,52850,821264.0,11616185.0
2007-12-05,70700,70900,69600,70300,34386,816618.0,11616185.0
2007-12-06,71500,71500,70000,70600,41596,820103.0,11616185.0
2007-12-07,70700,72400,70500,72100,59259,837527.0,11616185.0
2007-12-10,72100,72700,70000,70900,26147,823588.0,11616185.0
2007-12-11,71300,71300,69800,70400,27067,817779.0,11616185.0
2007-12-12,69500,70500,69100,70000,20727,813133.0,11616185.0
2007-12-13,70000,70700,68200,69400,45155,806163.0,11616185.0
2007-12-14,68800,69200,66500,66800,88703,775961.0,11616185.0
2007-12-17,67000,68600,66600,67900,28489,788739.0,11616185.0
2007-12-18,66800,67900,66300,67300,22817,781769.0,11616185.0
2007-12-20,66300,67400,65200,65200,29449,757375.0,11616185.0
2007-12-21,65000,66000,63400,64000,39715,743436.0,11616185.0
2007-12-24,64800,68300,64500,68200,27877,792224.0,11616185.0
2007-12-26,68600,69900,58000,68200,29964,792224.0,11616185.0
2007-12-27,66300,68200,65400,66800,39953,775961.0,11616185.0
2007-12-28,66900,76500,66900,76500,69966,888638.0,11616185.0
2008-01-02,72500,72900,70900,71000,46413,824749.0,11616185.0
2008-01-03,70500,70500,68800,68800,23248,799194.0,11616185.0
2008-01-04,68800,71600,66600,70500,35228,818941.0,11616185.0
2008-01-07,68300,71800,68000,71300,24593,828234.0,11616185.0
2008-01-08,71300,72000,70200,71400,17752,829396.0,11616185.0
2008-01-09,70500,72100,70300,72100,18480,837527.0,11616185.0
2008-01-10,72100,73900,72100,72700,50694,844497.0,11616185.0
2008-01-11,73800,73800,70500,72000,18314,836365.0,11616185.0
2008-01-14,70500,70900,67300,67800,26809,787577.0,11616185.0
2008-01-15,67800,68000,64000,66100,57714,767830.0,11616185.0
2008-01-16,66000,66000,60900,61000,73370,708587.0,11616185.0
2008-01-17,61000,62900,61000,61700,79129,716719.0,11616185.0
2008-01-18,60000,65600,60000,64500,31104,749244.0,11616185.0
2008-01-21,66000,69600,65800,67000,54015,778284.0,11616185.0
2008-01-22,64100,66500,63000,65300,41395,758537.0,11616185.0
2008-01-23,68000,68100,65700,67700,31345,786416.0,11616185.0
2008-01-24,68000,69600,66400,66800,40543,775961.0,11616185.0
2008-01-25,66200,67000,64800,66000,27683,766668.0,11616185.0
2008-01-28,64600,65600,63600,64200,40686,745759.0,11616185.0
2008-01-29,64600,65400,64300,65000,16566,755052.0,11616185.0
2008-01-30,65200,65700,64600,65200,24698,757375.0,11616185.0
2008-01-31,65300,69000,65300,68900,25833,800355.0,11616185.0
2008-02-01,68000,69300,68000,68500,36087,795709.0,11616185.0
2008-02-04,68100,70000,68100,69300,76814,805002.0,11616185.0
2008-02-05,68500,69600,66400,67000,21238,778284.0,11616185.0
2008-02-11,66000,66000,65000,65100,32449,756214.0,11616185.0
2008-02-12,66400,66400,65000,65100,31526,756214.0,11616185.0
2008-02-13,65300,65400,63900,64200,44035,745759.0,11616185.0
2008-02-14,65900,66200,64800,65000,40231,755052.0,11616185.0
2008-02-15,65000,65100,62500,62500,59742,726012.0,11616185.0
2008-02-18,63300,63500,61700,61700,65705,716719.0,11616185.0
2008-02-19,62000,63400,62000,63100,34127,732981.0,11616185.0
2008-02-20,63500,63600,61600,62000,36003,720203.0,11616185.0
2008-02-21,62000,62900,61600,61600,31812,715557.0,11616185.0
2008-02-22,61600,62900,61600,61600,30625,715557.0,11616185.0
2008-02-25,62500,62800,60600,60700,43260,705102.0,11616185.0
2008-02-26,61500,61500,59200,59300,77696,688840.0,11616185.0
2008-02-27,60400,61800,59900,61300,45862,712072.0,11616185.0
2008-02-28,61700,62300,60800,62100,35940,721365.0,11616185.0
2008-02-29,62400,62400,61000,62300,18283,723688.0,11616185.0
2008-03-03,62000,62300,60300,62100,30175,721365.0,11616185.0
2008-03-04,62400,62400,60800,61900,30301,719042.0,11616185.0
2008-03-05,61100,61900,60300,60300,18427,700456.0,11616185.0
2008-03-06,60400,61000,59000,59100,28136,686517.0,11616185.0
2008-03-07,59200,59600,58200,58900,27429,684193.0,11616185.0
2008-03-10,57900,58500,55900,57000,35675,662123.0,11616185.0
2008-03-11,56500,56500,53700,53700,114137,623789.0,11616185.0
2008-03-12,55000,55100,52300,52300,114154,607526.0,11616185.0
2008-03-13,52100,52900,49900,50000,82317,580809.0,11616185.0
2008-03-14,50800,52800,50600,51300,86948,595910.0,11616185.0
2008-03-17,51000,51100,49100,49500,70569,575001.0,11616185.0
2008-03-18,48400,49550,48350,48450,72284,562804.0,11616185.0
2008-03-19,49150,49800,47300,48150,127352,559319.0,11616185.0
2008-03-20,48150,48150,45100,45100,169989,523890.0,11616185.0
2008-03-21,46300,46850,46000,46700,103151,542476.0,11616185.0
2008-03-24,46950,47600,45000,45000,164742,522728.0,11616185.0
2008-03-25,46100,49900,45800,49600,367764,576163.0,11616185.0
2008-03-26,49900,51100,47950,50400,173620,585456.0,11616185.0
2008-03-27,49400,51500,48550,48550,97784,563966.0,11616185.0
2008-03-28,48550,51000,48550,50900,87121,591264.0,11616185.0
2008-03-31,51400,51400,49850,50200,101367,583132.0,11616185.0
2008-04-01,50900,51300,49000,49000,120449,569193.0,11616185.0
2008-04-02,50000,54000,49900,53900,189435,626112.0,11616185.0
2008-04-03,54700,58000,54500,56500,240236,656314.0,11616185.0
2008-04-04,56900,57500,55500,56400,217578,655153.0,11616185.0
2008-04-07,56400,57200,55700,55900,73841,649345.0,11616185.0
2008-04-08,55000,55500,53200,54200,142696,629597.0,11616185.0
2008-04-10,53000,55700,53000,54900,72111,637729.0,11616185.0
2008-04-11,55400,55500,53900,55300,51840,642375.0,11616185.0
2008-04-14,54000,56300,53800,55900,62993,649345.0,11616185.0
2008-04-15,56000,56700,54100,55100,47339,640052.0,11616185.0
2008-04-16,54700,55500,53800,54000,58100,627274.0,11616185.0
2008-04-17,54200,54300,50500,51500,220722,598234.0,11616185.0
2008-04-18,51700,52200,48400,49300,261158,572678.0,11616185.0
2008-04-21,50700,52800,50300,52000,204173,604042.0,11616185.0
2008-04-22,52700,59800,51800,59000,596910,685355.0,11616185.0
2008-04-23,58700,62500,58200,61200,303014,710911.0,11616185.0
2008-04-24,62300,62300,59500,60000,156582,696971.0,11616185.0
2008-04-25,60300,62300,58700,62000,87965,720203.0,11616185.0
2008-04-28,62200,63600,60700,61000,80118,708587.0,11616185.0
2008-04-29,61800,62700,59600,59600,79873,692325.0,11616185.0
2008-04-30,59500,60400,57600,59900,55194,695809.0,11616185.0
2008-05-02,61000,61000,59600,60000,32650,696971.0,11616185.0
2008-05-06,59000,60000,57600,57600,63596,669092.0,11616185.0
2008-05-07,57600,58400,54500,54500,108237,633082.0,11616185.0
2008-05-08,54000,56000,52900,54700,82673,635405.0,11616185.0
2008-05-09,55300,56000,53800,55000,103382,638890.0,11616185.0
2008-05-13,55100,56500,55000,55700,54941,647022.0,11616185.0
2008-05-14,55500,55500,52400,53400,92168,620304.0,11616185.0
2008-05-15,54500,55400,53800,55000,74361,638890.0,11616185.0
2008-05-16,56300,56700,54900,56000,79308,650506.0,11616185.0
2008-05-19,56000,56700,54200,54900,44984,637729.0,11616185.0
2008-05-20,55300,56600,55100,56000,35722,650506.0,11616185.0
2008-05-21,55300,58100,54300,57800,53161,671415.0,11616185.0
2008-05-22,56600,57400,54500,56500,47792,656314.0,11616185.0
2008-05-23,56500,57700,55500,57100,27510,663284.0,11616185.0
2008-05-26,56000,56100,53700,55900,66737,649345.0,11616185.0
2008-05-27,56000,56000,54700,55000,49062,638890.0,11616185.0
2008-05-28,55100,56000,54500,54900,43758,637729.0,11616185.0
2008-05-29,55000,55100,51800,52000,117775,604042.0,11616185.0
2008-05-30,53200,53200,50000,50300,168509,584294.0,11616185.0
2008-06-02,50800,51700,50100,51200,165008,594749.0,11616185.0
2008-06-03,51300,51900,50500,51300,94542,595910.0,11616185.0
2008-06-04,50500,50800,50100,50300,157193,584294.0,11616185.0
2008-06-05,50800,50800,49250,49650,105824,576744.0,11616185.0
2008-06-09,48000,48100,46300,47500,86760,551769.0,11616185.0
2008-06-10,48000,48200,45300,45350,152664,526794.0,11616185.0
2008-06-11,45500,46000,44300,45750,125141,531440.0,11616185.0
2008-06-12,44750,45850,44450,45800,47881,532021.0,11616185.0
2008-06-13,45850,46400,44950,45700,50277,530860.0,11616185.0
2008-06-16,46300,46900,45600,45700,56488,530860.0,11616185.0
2008-06-17,46450,46500,45100,45600,42327,529698.0,11616185.0
2008-06-18,45350,46450,45350,46400,31672,538991.0,11616185.0
2008-06-19,45800,46250,44150,44650,117478,518663.0,11616185.0
2008-06-20,45000,45350,41450,41450,305834,481491.0,11616185.0
2008-06-23,40300,40350,39550,39700,147435,461163.0,11616185.0
2008-06-24,39050,39450,33750,34700,898802,403082.0,11616185.0
2008-06-25,35200,35750,34550,34550,292951,401339.0,11616185.0
2008-06-26,34550,35050,33000,33500,436180,389142.0,11616185.0
2008-06-27,32150,34300,32000,34300,341241,398435.0,11616185.0
2008-06-30,34100,38500,33800,34750,942452,403662.0,11616185.0
2008-07-01,35200,36650,34700,35050,276014,407147.0,11616185.0
2008-07-02,35100,35400,32500,33400,257612,387981.0,11616185.0
2008-07-03,32500,32950,30300,32750,138809,380430.0,11616185.0
2008-07-04,32200,33550,32000,32800,103163,381011.0,11616185.0
2008-07-07,32300,33050,30750,31400,162940,364748.0,11616185.0
2008-07-08,31400,31400,28500,29700,307251,345001.0,11616185.0
2008-07-09,30750,31100,29300,29300,213457,340354.0,11616185.0
2008-07-10,28500,31700,28500,31250,200654,363006.0,11616185.0
2008-07-11,31350,32250,30400,31600,167894,367071.0,11616185.0
2008-07-14,31100,31650,30600,30850,100127,358359.0,11616185.0
2008-07-15,30500,31200,29050,29050,103497,337450.0,11616185.0
2008-07-16,29800,30550,29000,29400,106403,341516.0,11616185.0
2008-07-17,30700,31900,30400,30750,186342,357198.0,11616185.0
2008-07-18,32100,33350,31700,33000,285176,383334.0,11616185.0
2008-07-21,33800,35500,33650,35500,223227,412375.0,11616185.0
2008-07-22,34500,36250,34100,36000,140138,418183.0,11616185.0
2008-07-23,37000,37400,35800,35950,216484,417602.0,11616185.0
2008-07-24,36050,37000,35200,35850,134163,416440.0,11616185.0
2008-07-25,34900,35550,34100,34400,135349,399597.0,11616185.0
2008-07-28,35100,35150,33650,33650,135519,390885.0,11616185.0
2008-07-29,33000,34400,32700,34400,102485,399597.0,11616185.0
2008-07-30,35450,35500,34200,34450,76286,400178.0,11616185.0
2008-07-31,34000,34150,33200,33200,76940,385657.0,11616185.0
2008-08-01,33300,33850,30250,30750,142976,357198.0,11616185.0
2008-08-04,30250,30500,29600,29900,96418,347324.0,11616185.0
2008-08-05,30100,31500,30100,30700,92960,356617.0,11616185.0
2008-08-06,32000,34500,31500,33650,210973,390885.0,11616185.0
2008-08-07,33500,33650,31550,31550,188041,366491.0,11616185.0
2008-08-08,30700,31800,30650,31750,65994,368814.0,11616185.0
2008-08-11,32500,33000,30950,30950,93329,359521.0,11616185.0
2008-08-12,31200,32000,31100,31700,81033,368233.0,11616185.0
2008-08-13,31600,31700,30950,31400,44301,364748.0,11616185.0
2008-08-14,31000,33400,31000,31600,48478,367071.0,11616185.0
2008-08-18,31600,31600,30650,30900,52889,358940.0,11616185.0
2008-08-19,30500,30600,29800,29900,83202,347324.0,11616185.0
2008-08-20,29550,29700,29300,29600,43210,343839.0,11616185.0
2008-08-21,29500,29900,28000,28000,98274,325253.0,11616185.0
2008-08-22,27100,28150,26000,27600,65353,320607.0,11616185.0
2008-08-25,27700,28350,27700,27850,58820,323511.0,11616185.0
2008-08-26,27000,27750,26450,26750,117839,310733.0,11616185.0
2008-08-27,26350,26700,25250,26100,76949,303182.0,11616185.0
2008-08-28,26100,26150,24250,24250,148973,281692.0,11616185.0
2008-08-29,24500,24700,23250,23700,131318,275304.0,11616185.0
2008-09-01,22650,22800,21050,21050,140361,244521.0,11616185.0
2008-09-02,20800,21700,20150,21350,245874,248006.0,11616185.0
2008-09-03,20350,21000,19150,20250,576193,235228.0,11616185.0
2008-09-04,20500,22200,20250,21300,709743,247425.0,11616185.0
2008-09-05,20600,24350,20000,23650,655513,274723.0,11616185.0
2008-09-08,23650,24500,23400,24150,442510,280531.0,11616185.0
2008-09-09,24500,25900,24150,24200,346726,281112.0,11616185.0
2008-09-10,23800,25100,23350,24600,207288,285758.0,11616185.0
